biorxiv_doi,preprint_category,preprint_date,published_date,days_to_publication,published_journal,jaccard_similarity,preprint_word_count,published_word_count,year,primary_label,primary_hedging,preprint_primary_type,published_primary_type,s1_label,s1_hedging,s2_label,s2_hedging,source
10.1101/2021.07.29.454031,bioinformatics,2021-07-29,2023-01-06,526.0,Frontiers in bioinformatics,0.9905,154,154,2021,unchanged,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2020.12.02.407841,neuroscience,2020-12-03,2023-01-09,767.0,Brain imaging and behavior,0.4305,181,195,2020,minor,strengthened,association,association,major,,major,,full
10.1101/2022.04.06.487374,immunology,2022-04-08,2023-01-10,277.0,Frontiers in cellular and infection microbiology,0.5088,153,257,2022,minor,weakened,mechanism,mechanism,minor,weakened,minor,strengthened,full
10.1101/2022.05.27.493799,bioinformatics,2022-05-29,2023-01-09,225.0,Biomolecules,0.885,210,194,2022,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.10.02.462861,genetics,2021-10-02,2023-01-10,465.0,Laboratory investigation; a journal of technical methods and pathology,0.308,395,252,2021,major,unchanged,mechanism,mechanism,major,strengthened,major,strengthened,full
10.1101/2022.12.01.518805,microbiology,2022-12-02,2023-01-10,39.0,mBio,0.8472,269,299,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.09.05.506597,immunology,2022-09-05,2023-01-05,122.0,Cell communication and signaling : CCS,0.9779,221,223,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.16.508169,plant biology,2022-09-17,2023-01-10,115.0,Frontiers in plant science,1.0,242,241,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.11.09.468003,microbiology,2021-11-10,2023-01-10,426.0,Infection and immunity,0.6348,389,253,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.10.14.512258,cell biology,2022-10-14,2023-01-10,88.0,Frontiers in cell and developmental biology,0.6708,198,260,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2020.12.30.424897,immunology,2021-01-02,2023-01-09,737.0,Physical biology,0.625,448,375,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,major,unchanged,full
10.1101/2022.06.21.497035,cancer biology,2022-06-25,2023-01-10,199.0,eLife,0.9908,147,144,2022,minor,unchanged,therapeutic,therapeutic,minor,unchanged,unchanged,unchanged,full
10.1101/2020.01.29.926089,synthetic biology,2020-01-31,2023-01-09,1074.0,International journal of molecular sciences,0.759,137,122,2020,major,unchanged,descriptive,descriptive,major,unchanged,major,,full
10.1101/2022.09.28.509982,plant biology,2022-09-30,2023-01-06,98.0,Plant direct,0.802,135,140,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,weakened,full
10.1101/2022.07.13.499909,cell biology,2022-07-13,2023-01-09,180.0,eLife,1.0,160,162,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.02.04.479011,evolutionary biology,2022-02-08,2023-01-09,335.0,Molecular Ecology,0.5678,277,256,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,strengthened,full
10.1101/2022.09.21.508900,evolutionary biology,2022-09-21,2023-01-10,111.0,eLife,0.929,264,266,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.04.27.489594,genomics,2022-04-28,2023-01-09,256.0,Cell reports,0.6667,223,148,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,major,,full
10.1101/2021.06.10.447988,ecology,2021-06-11,2023-01-08,576.0,Global Ecology and Biogeography,0.8851,295,310,2021,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.03.12.484025,systems biology,2022-03-14,2023-01-03,295.0,Cell metabolism,0.314,252,146,2022,minor,unchanged,descriptive,descriptive,minor,strengthened,major,,full
10.1101/2021.10.06.463442,bioinformatics,2021-10-09,2023-01-09,457.0,Biomolecules,0.8634,250,255,2021,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.10.01.510461,neuroscience,2022-10-05,2023-01-09,96.0,"Chaos, solitons, and fractals",0.9189,172,172,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/833475,microbiology,2019-11-07,2023-01-10,1160.0,Nature communications,0.6405,208,166,2019,minor,weakened,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.03.11.484012,genetics,2022-03-14,2023-01-23,315.0,Cytogenetic and Genome Research,0.9037,291,297,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,weakened,full
10.1101/2022.09.12.507701,biochemistry,2022-09-13,2023-01-10,119.0,Nature communications,0.8788,150,150,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.06.12.495839,bioinformatics,2022-06-16,2023-01-04,202.0,"Bioinformatics (Oxford, England)",0.814,180,179,2022,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.08.31.458446,plant biology,2021-09-01,2023-01-05,491.0,Plant methods,0.9149,128,129,2021,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.02.08.479118,microbiology,2022-02-08,2023-01-07,333.0,The ISME journal,0.9919,227,223,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.11.07.515410,neuroscience,2022-11-07,2023-01-07,61.0,Acta neuropathologica,0.9231,210,214,2022,minor,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2022.07.17.500346,pharmacology and toxicology,2022-07-17,2023-01-07,174.0,iScience,0.8421,155,161,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2021.01.13.426035,biophysics,2021-01-13,2023-01-07,724.0,BBA advances,0.9431,181,180,2021,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.05.09.075226,genomics,2020-05-10,2023-01-09,974.0,Scientific reports,0.3642,190,167,2020,minor,unchanged,association,association,minor,strengthened,major,unchanged,full
10.1101/2022.11.09.515893,biochemistry,2022-11-10,2023-01-10,61.0,ACS catalysis,0.9741,162,161,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.03.30.486278,plant biology,2022-04-01,2023-01-10,284.0,"Plant, Cell &amp; Environment",0.8976,201,212,2022,unchanged,unchanged,null_result,null_result,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.11.09.467973,biophysics,2021-11-11,2023-01-08,423.0,PNAS nexus,1.0,199,197,2021,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.05.03.490412,neuroscience,2022-05-04,2023-01-10,251.0,Nature communications,1.0,158,158,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.01.514721,molecular biology,2022-11-01,2023-01-09,69.0,Cells,0.9797,366,389,2022,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.10.12.511839,biochemistry,2022-10-13,2023-01-07,86.0,The FEBS Journal,0.9815,175,176,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2021.11.05.467393,paleontology,2021-11-05,2023-01-09,430.0,Paleobiology,0.9431,216,215,2021,minor,unchanged,method,method,major,,minor,unchanged,full
10.1101/2022.08.26.505501,microbiology,2022-08-27,2023-01-09,135.0,mLife,0.8836,250,263,2022,minor,unchanged,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2022.08.18.504441,developmental biology,2022-08-19,2023-01-09,143.0,"Development (Cambridge, England)",0.8284,209,185,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.01.12.476045,plant biology,2022-01-12,2023-01-10,363.0,Plant physiology,0.6818,211,202,2022,minor,weakened,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.03.30.485982,evolutionary biology,2022-03-30,2023-01-02,278.0,Nature microbiology,0.5057,228,152,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,major,strengthened,full
10.1101/2022.01.05.475032,neuroscience,2022-01-05,2023-01-04,364.0,Neurobiology of stress,0.9191,202,210,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2021.12.19.470191,evolutionary biology,2021-12-21,2023-01-06,381.0,Proceedings of the National Academy of Sciences of the United States of America,0.7978,356,239,2021,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.27.509717,developmental biology,2022-09-28,2023-01-23,117.0,Proceedings of the National Academy of Sciences of the United States of America,0.9262,251,249,2022,minor,weakened,association,association,unchanged,unchanged,minor,weakened,full
10.1101/2022.07.06.499064,biophysics,2022-07-07,2023-01-07,184.0,Biophysical journal,0.922,234,232,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.02.22.481420,cancer biology,2022-02-22,2023-01-09,321.0,Journal of Cell Science,0.7323,196,158,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.09.24.509314,biophysics,2022-09-26,2023-01-04,100.0,Scientific reports,0.8966,289,287,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.12.03.518982,bioinformatics,2022-12-05,2023-01-02,28.0,"Bioinformatics (Oxford, England)",0.7941,157,123,2022,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2022.07.20.500765,biochemistry,2022-07-21,2023-01-07,170.0,Cellular and molecular life sciences : CMLS,0.8023,238,250,2022,minor,unchanged,mechanism,mechanism,major,,major,unchanged,full
10.1101/2022.10.11.511773,microbiology,2022-10-14,2023-01-10,88.0,Microbiology spectrum,0.7853,237,355,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.03.12.435155,ecology,2021-03-13,2023-01-10,668.0,African Journal of Ecology,0.2554,293,193,2021,major,unchanged,association,mechanism,major,unchanged,major,,full
10.1101/2021.07.02.450865,neuroscience,2021-07-07,2023-01-06,548.0,NPJ science of learning,0.473,150,168,2021,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.05.18.492204,genomics,2022-05-18,2023-01-10,237.0,Microbiology spectrum,0.8408,442,381,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.07.29.502051,plant biology,2022-07-30,2023-01-10,164.0,"G3 (Bethesda, Md.)",0.8267,212,230,2022,major,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.10.19.512894,molecular biology,2022-10-21,2023-01-10,81.0,Genome medicine,1.0,162,162,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.07.15.500211,developmental biology,2022-07-17,2023-01-09,176.0,Disease models & mechanisms,0.8908,180,181,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.07.18.500394,neuroscience,2022-07-18,2023-01-10,176.0,Scientific reports,0.9805,241,243,2022,minor,weakened,method,method,,,,,full
10.1101/2022.07.06.499067,bioinformatics,2022-07-07,2023-01-07,184.0,iScience,0.816,186,149,2022,minor,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2022.08.11.503648,evolutionary biology,2022-08-14,2023-01-10,149.0,Molecular biology and evolution,0.7862,236,204,2022,major,,association,descriptive,minor,weakened,minor,unchanged,full
10.1101/2022.06.23.497424,evolutionary biology,2022-06-26,2023-01-10,198.0,Molecular biology and evolution,1.0,245,245,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.10.507438,microbiology,2022-09-11,2023-01-10,121.0,mSphere,0.4931,190,383,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.12.09.519770,zoology,2022-12-12,2023-01-07,26.0,Scientific reports,0.9746,174,175,2022,minor,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.10.16.512440,biochemistry,2022-10-16,2023-01-09,85.0,Genes,0.8952,191,192,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2021.12.22.473789,biochemistry,2021-12-22,2023-01-07,381.0,Cellular and molecular life sciences : CMLS,0.6494,300,173,2021,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.09.28.509942,bioengineering,2022-09-30,2023-01-06,98.0,ACS sensors,0.9735,170,169,2022,unchanged,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2022.08.03.502603,neuroscience,2022-08-05,2023-01-10,158.0,Journal of Neuroscience Research,0.7527,250,251,2022,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2021.10.02.462869,immunology,2021-10-02,2023-01-09,464.0,Cell reports,0.7604,110,119,2021,major,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.03.28.486143,neuroscience,2022-03-29,2023-01-09,286.0,Human molecular genetics,0.6735,205,145,2022,minor,unchanged,therapeutic,therapeutic,minor,unchanged,minor,unchanged,full
10.1101/2022.11.16.516752,physiology,2022-11-18,2023-01-10,53.0,Nutrients,0.9108,253,252,2022,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2022.11.01.514800,biophysics,2022-11-03,2023-01-07,65.0,Communications biology,0.9623,153,152,2022,minor,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.07.27.501747,genetics,2022-07-27,2023-01-09,166.0,eLife,0.9836,190,190,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.05.03.490541,neuroscience,2022-05-04,2023-01-10,251.0,Experimental brain research,0.4928,325,249,2022,major,unchanged,association,association,major,unchanged,major,,full
10.1101/2022.07.27.501790,cancer biology,2022-07-29,2023-01-09,164.0,Experimental hematology & oncology,0.7212,196,255,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.05.24.493282,evolutionary biology,2022-05-25,2023-01-06,226.0,Communications biology,0.916,168,148,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.09.05.506675,bioinformatics,2022-09-06,2023-01-10,126.0,PNAS nexus,0.9638,261,237,2022,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.10.10.511194,plant biology,2022-10-11,2023-01-04,85.0,New Phytologist,0.7959,201,206,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,major,strengthened,full
10.1101/2022.04.27.489660,ecology,2022-04-29,2023-01-09,255.0,Journal of Animal Ecology,0.8143,354,344,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,weakened,full
10.1101/2022.10.18.512810,molecular biology,2022-10-20,2023-01-10,82.0,mBio,0.9101,344,338,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.09.29.510167,developmental biology,2022-09-30,2023-01-09,101.0,"Development (Cambridge, England)",0.8482,146,147,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.04.17.488595,immunology,2022-04-17,2023-01-07,265.0,Mucosal immunology,0.7801,193,196,2022,minor,strengthened,mechanism,mechanism,minor,unchanged,major,,full
10.1101/2022.08.26.505485,cancer biology,2022-08-27,2023-01-10,136.0,Frontiers in oncology,0.761,215,291,2022,minor,unchanged,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2022.05.24.491476,plant biology,2022-05-25,2023-01-06,226.0,The Plant Journal,0.9519,142,143,2022,minor,unchanged,descriptive,descriptive,minor,weakened,minor,unchanged,full
10.1101/2022.07.26.501621,molecular biology,2022-07-26,2023-01-06,164.0,Skeletal muscle,0.9421,350,351,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.04.28.489864,evolutionary biology,2022-04-28,2023-01-10,257.0,eLife,0.369,157,250,2022,major,strengthened,mechanism,mechanism,major,,major,,full
10.1101/2022.04.29.490057,genomics,2022-04-30,2023-01-10,255.0,Microbial genomics,0.5704,516,253,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.29.518268,molecular biology,2022-11-29,2023-01-09,41.0,Biomolecules,0.9735,202,202,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.09.08.507162,neuroscience,2022-09-09,2023-01-09,122.0,Human molecular genetics,0.9638,246,246,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.01.27.477991,biochemistry,2022-01-27,2023-01-10,348.0,eLife,0.9636,164,163,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.03.01.482581,biophysics,2022-03-02,2023-01-10,314.0,Proceedings of the National Academy of Sciences of the United States of America,0.6174,149,191,2022,minor,unchanged,mechanism,mechanism,minor,strengthened,minor,unchanged,full
10.1101/2022.05.05.490765,developmental biology,2022-05-05,2023-01-10,250.0,"Development (Cambridge, England)",0.4656,250,173,2022,minor,strengthened,method,method,minor,unchanged,major,,full
10.1101/2022.08.01.502311,microbiology,2022-08-01,2023-01-10,162.0,Microbiology spectrum,0.546,150,306,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.01.21.477044,genomics,2022-01-23,2023-01-03,345.0,Nature communications,0.9748,166,169,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
